triangle_index,centroid_x_m,centroid_y_m,centroid_z_m,strain_eqv
214,0.574932952947,0.262871473963,0.0011,0.000428831057367
215,0.774932952947,0.462871473963,0.0011,0.000150377464171
216,0.474932952947,0.562871473963,0.0011,0.000634887937736
217,0.574932952947,0.562871473963,0.0011,0.000448694582467
218,0.374932952947,0.562871473963,0.0011,0.000836197449096
219,0.674932952947,0.762871473963,0.0011,0.000291332952439
220,0.574932952947,0.462871473963,0.0011,0.000442055178087
221,0.574932952947,0.0628714739633,0.0011,0.000432743425448
222,0.574932952947,0.362871473963,0.0011,0.000434889836784
223,0.474932952947,0.462871473963,0.0011,0.000628581028461
224,0.574932952947,0.162871473963,0.0011,0.000426091016986
225,0.374932952947,0.462871473963,0.0011,0.000832213646888
226,0.874932952947,0.0628714739633,0.0011,5.30618487371e-05
227,0.374932952947,0.362871473963,0.0011,0.000826494500924
228,0.774932952947,0.662871473963,0.0011,0.000157048064731
229,0.574932952947,0.762871473963,0.0011,0.000456092327264
230,0.774932952947,0.262871473963,0.0011,0.000141746601785
231,0.874932952947,0.662871473963,0.0011,6.44551751099e-05
232,0.374932952947,0.262871473963,0.0011,0.00081913713071
233,0.474932952947,0.362871473963,0.0011,0.000621241990623
234,0.874932952947,0.762871473963,0.0011,6.26271975055e-05
235,0.674932952947,0.662871473963,0.0011,0.000289874972541
236,0.774932952947,0.562871473963,0.0011,0.000154444555965
237,0.474932952947,0.162871473963,0.0011,0.0006105612379
238,0.174932952947,0.562871473963,0.0011,0.00125681586574
239,0.0749329529467,0.162871473963,0.0011,0.00148602969419
240,0.274932952947,0.562871473963,0.0011,0.00104520692207
241,0.874932952947,0.162871473963,0.0011,5.45660590624e-05
242,0.174932952947,0.662871473963,0.0011,0.00124709765893
243,0.174932952947,0.262871473963,0.0011,0.00126789067777
244,0.374932952947,0.762871473963,0.0011,0.00084206746741
245,0.274932952947,0.362871473963,0.0011,0.0010445194108
246,0.474932952947,0.762871473963,0.0011,0.000642760612198
247,0.374932952947,0.162871473963,0.0011,0.000813415654151
248,0.274932952947,0.262871473963,0.0011,0.00103860448449
249,0.274932952947,0.462871473963,0.0011,0.00104626486281
250,0.274932952947,0.662871473963,0.0011,0.00104364051876
251,0.374932952947,0.962871473963,0.0011,0.000896309881558
252,0.274932952947,0.162871473963,0.0011,0.00102960710456
253,0.274932952947,0.962871473963,0.0011,0.00111011231791
254,0.874932952947,0.362871473963,0.0011,6.00113111439e-05
255,0.174932952947,0.762871473963,0.0011,0.0012388072595
256,0.474932952947,0.662871473963,0.0011,0.000639813321703
257,0.274932952947,0.762871473963,0.0011,0.00104388210477
258,0.874932952947,0.562871473963,0.0011,6.42090978881e-05
259,0.574932952947,0.662871473963,0.0011,0.000453727098816
260,0.374932952947,0.662871473963,0.0011,0.000839319958228
261,0.174932952947,0.0628714739633,0.0011,0.00125138109409
262,0.474932952947,0.962871473963,0.0011,0.000685866596869
263,0.0749329529467,0.262871473963,0.0011,0.0014998753365
264,0.0749329529467,0.662871473963,0.0011,0.0014453320773
265,0.774932952947,0.0628714739633,0.0011,0.000141955882309
266,0.874932952947,0.462871473963,0.0011,6.25052943637e-05
267,0.674932952947,0.962871473963,0.0011,0.000311967164834
268,0.574932952947,0.962871473963,0.0011,0.000488184598353
