case_name,case_dir,status,sample_id,mesh_preset,substrate_layers,piezo_layers,mesh_size_scale,element_order,solver_element_order,requested_solver_element_order,eigensolver_backend,requested_eigensolver_backend,used_eigensolver_fallback,used_element_order_fallback,solver_parity_valid,parity_invalid_reason,strict_parity_requested,diagnostic_only,dominant_drive_coupling_mode_index,dominant_drive_coupling_mode_frequency_hz,suspect_mode_ordering,frf_search_seed_source,frf_search_seed_frequency_hz,error_message,frequency_match_score_percent,parity_match_score_percent,parity_rank_bucket
ansys_parity_sub8_pz3_mesh0p08,/home/gijeong/Inverse Design/tmp/parity_postchange_single_0000/ansys_parity_sub8_pz3_mesh0p08,solve_failed,0,ansys_parity,8,3,0.08,2,2,2,unknown,,False,False,False,"solve_failed: Command '['docker', 'run', '--rm', '-v', '/home/gijeong/Inverse Design:/workspace', '-w', '/workspace', 'dolfinx/dolfinx:stable', 'bash', '-lc', 'pip install -q pyyaml && python3 -m peh_inverse_design.fenicsx_modal_solver --mesh /workspace/tmp/parity_postchange_single_0000/ansys_parity_sub8_pz3_mesh0p08/meshes/volumes/plate3d_0000_fenicsx.npz --response-dir /workspace/tmp/parity_postchange_single_0000/ansys_parity_sub8_pz3_mesh0p08/data/fem_responses --modes-dir /workspace/tmp/parity_postchange_single_0000/ansys_parity_sub8_pz3_mesh0p08/data/modal_data --substrate-rho 7930.0 --piezo-rho 7500.0 --num-modes 8 --search-points 301 --element-order 2 --eigensolver-backend shift_invert_lu --strict-parity --problem-spec /workspace/configs/peh_inverse_design_spec.yaml']' returned non-zero exit status 137.",True,False,-1,nan,False,,nan,"Command '['docker', 'run', '--rm', '-v', '/home/gijeong/Inverse Design:/workspace', '-w', '/workspace', 'dolfinx/dolfinx:stable', 'bash', '-lc', 'pip install -q pyyaml && python3 -m peh_inverse_design.fenicsx_modal_solver --mesh /workspace/tmp/parity_postchange_single_0000/ansys_parity_sub8_pz3_mesh0p08/meshes/volumes/plate3d_0000_fenicsx.npz --response-dir /workspace/tmp/parity_postchange_single_0000/ansys_parity_sub8_pz3_mesh0p08/data/fem_responses --modes-dir /workspace/tmp/parity_postchange_single_0000/ansys_parity_sub8_pz3_mesh0p08/data/modal_data --substrate-rho 7930.0 --piezo-rho 7500.0 --num-modes 8 --search-points 301 --element-order 2 --eigensolver-backend shift_invert_lu --strict-parity --problem-spec /workspace/configs/peh_inverse_design_spec.yaml']' returned non-zero exit status 137.",inf,inf,2
